ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,ScalingClass,Node__Field_12_0_0_63534_001,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
696230,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18619,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18617
696255,0,0,1,64,0,0,0,1,1,0,0,9,0,0,0,24259,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,19244
696264,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,18984,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18983
696297,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6084,0,0,0,0,0,0,0,1,0,19676
696298,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19676
696300,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6102,0,0,0,0,0,0,0,1,0,19686
696301,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19686
696313,23,0,0,6,0,0,10000,1,1,0,0,0,0,0,0,18967,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18959
696339,23,0,0,6,0,0,5000,0,1,0,0,0,0,0,0,18374,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18364
696341,23,0,0,6,0,0,50000,1,1,0,0,0,0,0,0,18380,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18383
696347,23,0,2,6,0,0,1000,1,1,0,0,0,0,0,0,20021,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,20019
696349,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18586,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18585
696354,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18358,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18357
696356,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18358
696376,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18360,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18359
696378,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18361,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18360
696391,0,0,2,64,0,0,0,1,1,0,0,0,0,0,0,25999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,26177
696407,42,0,1,6,0,0,0,1,1,0,0,0,0,0,0,18350,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18073
696419,23,0,0,6,0,0,20000,1,1,0,0,0,0,0,0,19227,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19226
696420,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,19229,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,6,0,19228
696455,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18601,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18600
696474,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19194
696518,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,23770,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,23767
696532,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,19627,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,19626
696541,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,19654,0,1,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,1,0,19660
696552,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18614
696554,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18616,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18615
696559,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18601
696566,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6087,0,0,0,0,0,0,0,1,0,19679
696567,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19679
696574,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18587
696587,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,19267,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19271
696602,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18611,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18609
696609,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18568,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18567
696611,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18569,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18568
696622,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18567,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18566
696624,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,20726,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20725
696632,23,0,0,6,0,0,15000,1,1,0,0,0,0,0,0,19826,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19824
696685,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18817,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,18815
696686,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18818,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,18816
696705,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18603,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18602
696713,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,19397,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19396
696724,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18582,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18581
696727,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18585,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18584
696752,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18587,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18586
696757,0,0,2,64,0,0,0,1,1,0,0,0,0,0,0,25999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,26178
696767,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,23770,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,23768
696779,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19818
696786,23,0,1,6,0,0,2000,0,1,0,0,0,0,0,0,28622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,28619
696811,23,0,0,6,0,0,5000,1,1,0,0,0,0,0,0,17512,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18400
696830,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18613,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18612
696863,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,19269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19274
696872,23,0,0,6,0,0,30000,1,1,0,0,0,0,0,0,19231,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19230
696881,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,28598,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19264
696896,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18605,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18604
696898,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18606,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18605
696900,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18607,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18606
696902,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18165,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18167
696912,23,0,0,6,0,0,20000,1,1,0,0,0,0,0,0,18349,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18348
696922,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,19753,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,19752
696924,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,28598,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19261
696934,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18620,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18619
696936,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18621,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18620
696938,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18622
696940,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18623
696958,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18565,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18564
696974,231,0,0,6,0,0,0,1,1,0,0,0,0,0,0,20050,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,20049
696979,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20424,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20375
696998,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5088,0,0,0,0,0,0,0,1,0,20513
697015,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,24394,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,19577
697066,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20168,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20166
697083,4,0,2,6,0,0,0,0,1,0,0,0,0,0,0,20411,0,1,0,0,0,1,20411,0,0,0,0,0,0,0,0,0,0,1,0,20419
697095,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,18625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18624
697108,23,0,0,6,0,0,1000,1,1,0,0,0,0,0,0,18947,0,1,0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,1,0,19695
697118,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20345
697119,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20346
697132,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,19639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19640
697150,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,19652,0,1,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,1,0,19655
697155,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,19653,0,1,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,1,0,19656
697173,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20185
697211,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20344
697302,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18943
697310,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,19479,0,1,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,19478
697319,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0,29544,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,19134
697335,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18941,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19817
697381,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,20275,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20273
697388,23,0,0,6,0,0,3000,1,1,0,0,0,0,0,0,18977,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,18978
697400,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20167,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20165
697409,0,0,1,64,0,0,0,1,1,0,0,9,0,0,0,24259,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,19647
697424,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6101,0,0,0,0,0,0,0,1,0,19685
697425,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19685
697436,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6063,0,0,0,0,0,0,0,1,0,19684
697437,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19684
697445,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6085,0,0,0,0,0,0,0,1,0,19597
697446,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19597
697458,23,0,0,6,0,0,2000,0,1,0,0,0,0,0,0,20153,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19483
697473,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6088,0,0,0,0,0,0,0,1,0,19680
697474,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19680
697500,23,0,0,6,0,0,3000,0,1,0,0,0,0,0,0,19808,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19809
697513,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6062,0,0,0,0,0,0,0,1,0,19681
697514,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19681
697516,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6083,0,0,0,0,0,0,0,1,0,19682
697517,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19682
697540,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6082,0,0,0,0,0,0,0,1,0,19683
697541,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19683
697592,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20170,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20164
697636,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,9204,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,19195
697665,23,0,0,6,0,0,10000,1,1,0,0,0,0,0,0,20783,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20786
697706,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,21566,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21565
697734,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,18350,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20210
697752,23,0,1,6,0,0,2000,0,1,0,0,0,0,0,0,28622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,28620
697755,23,0,1,6,0,0,2000,0,1,0,0,0,0,0,0,28622,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,28621
697780,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5088,0,0,0,0,0,0,0,1,0,20269
697790,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20424,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20920
697796,23,0,0,6,0,0,1000,1,1,0,0,0,0,0,0,20553,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20556
697812,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20186
697822,23,0,1,6,0,0,1000,1,1,0,0,0,0,0,0,19637,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19636
697825,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20350,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20356
697837,23,0,1,6,0,0,2000,1,1,0,0,0,0,0,0,21341,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21340
697841,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20348
697857,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6064,0,0,0,0,0,0,0,1,0,19677
697858,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19677
697860,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6061,0,0,0,0,0,0,0,1,0,19678
697861,23,0,2,6,0,0,600000,1,1,0,0,0,0,0,0,19614,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,19678
697868,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,21186,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21185
697883,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20424,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20918
697893,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,20253,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20252
697952,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,20893,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20891
697981,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20424,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20915
698006,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20340,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20349
698034,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20347
698061,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,21054,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,21053
698068,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20354
698078,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1826,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20355
698199,23,0,0,6,0,0,2000,1,1,0,0,0,0,0,0,20172,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20171
698206,4,0,2,6,0,0,0,0,1,0,0,0,0,0,0,20417,0,1,0,0,0,1,20413,0,0,0,0,0,0,0,0,0,0,1,0,20422
698210,4,0,2,6,0,0,0,0,1,0,0,0,0,0,0,20416,0,1,0,0,0,1,20412,0,0,0,0,0,0,0,0,0,0,1,0,20421
698212,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,20614,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20616
698214,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,20615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20617
698224,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,20706,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20705
698288,109,0,0,6,0,0,0,1,1,0,0,0,0,0,0,22009,0,1,0,0,0,1,100,0,0,0,0,0,0,4096,0,0,0,1,0,22010
698296,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,23121,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23119
698351,23,0,0,6,0,0,3000,1,1,0,0,0,0,0,0,21925,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21926
698376,23,0,1,6,0,0,10000,1,1,0,0,0,0,0,0,19705,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,21149
698384,23,0,0,6,0,0,1000,0,1,0,0,0,0,0,0,21910,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,21833
698404,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,21354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,21167
698425,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,22198,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22197
698427,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,22199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22198
698428,4,0,0,6,0,0,0,0,1,0,0,0,0,0,42,20418,0,1,0,0,0,1,1607,0,0,0,0,0,0,0,0,0,0,1,0,20423
698451,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,9204,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22835
698453,0,0,0,64,0,0,0,1,1,0,0,0,0,0,0,22972,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22986
698454,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,22978,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22986
698455,0,0,2,64,0,0,0,1,1,0,0,0,0,0,0,22981,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22986
698513,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,21062,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,21061
698542,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,27860,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21978
698552,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,26651,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20660
698556,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,20178,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20177
698563,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,22268,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22267
698579,23,0,0,6,0,0,8000,1,1,0,0,0,0,0,0,20479,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20478
698618,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20424,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20919
698637,23,0,0,6,0,0,8000,1,1,0,0,0,0,0,0,20476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,20475
698671,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,20351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20357
698675,42,0,0,6,0,0,0,0,1,0,0,0,0,0,0,18946,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20847
698682,23,0,1,6,0,0,300000,1,1,0,0,0,0,0,0,20862,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20861
698721,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,21132,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22268
698748,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,22290,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,22285
698761,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,21889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21882
698773,23,0,1,6,0,0,300000,1,1,0,0,0,0,0,0,21914,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21916
698775,23,0,0,6,0,0,3000,1,1,0,0,0,0,0,0,21921,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21922
698800,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,26651,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20658
698804,0,0,1,64,0,0,0,0,1,0,0,0,0,0,0,26651,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20661
698814,42,0,0,6,0,0,0,1,1,0,0,0,0,0,0,22008,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,22007
698816,23,0,0,6,0,0,1000,1,1,0,0,0,0,0,0,22311,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,22291
698825,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,21132,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21131
698827,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,21133,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21132
698829,0,0,1,64,0,0,0,1,1,0,0,0,0,0,0,21135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21133
